text,label
 I have to find something.Otherwise I have to go back to Taiwan . I'll be broke in two months . ,sadness
 It's hard to say . It depends . But I love the waltz . ,joy
 sounds good ! Let's go ! ,neutral
 No.thanks . I'm full . ,joy
When my sister left home to go and live with her husband.,sadness
We are very concerned to learn of any shortfall in standards and this is why we want to hear from you if you encounter any problems . ,fear
"I've a situation of responsibility an employee who had a habit of being late, came late again after promising to say he would be at work in a few minutes, then arrived 3 hours later. He had been drinking.",anger
"To the dismay of German suppliers , Mr Lopez is also eager to share this advice with foreign competitors . ",fear
"After studying a lot for my H.S.C exams, I could not make it to the medical stream and I felt sad about this.",sadness
   Infiltration in our lives. The illusion of so we accept their political Solutions. #Tyranny,fear
When I was told that they had got tickets for me for a film marathon I wanted to see.,joy
We had to take our cat to the vet for mercy killing (an injection).,sadness
Speaking in front of a large group of people.,fear
"A person I really like left for overseas for a few months, I had hoped to go out with her soon.",sadness
"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially.",anger
 I had meetings back to back all morning . And phone rang off the hook from the minute I walked into the office . ,sadness
I was given a gift by my sister. There were many pleasant things in this parcel.,joy
Then in his foolish exhilaration he had leaped into a tree and spotted them with his binoculars . ,joy
"When I was young, I became very angry as I was not allowed to stay up all night for the fair in my town.",anger
"He was coming so fast that she knew he had not seen her and she had to brake sharply , frowning with exasperation . ",anger
Awesome time at @teamoneill 's Fighting Fear premiere last night in Leicester Square - Check out the HD trailer on our Facebook page ,fear
Someone stole my ski at Vitosha and of course I was the one to be blamed. I left them without supervision.,anger
 my boss has been breathing down my neck all day . I can't wait for the weekend ! ,anger
Someone borrowed my textbook and deliberately did not return it.,anger
 Of course . ,neutral
After my little sister's Graduation from High School my grandmother became very sick. She passed away a few months later.,sadness
When I thought for an instant that a very good relationship with a person had finished.,sadness
" The fans are great here , too . Not like in Philadelphia . ",joy
 I had a bad day yesterday . ,sadness
 No idea . ,neutral
When India lost the Benson and Hedges cricket trophy.,sadness
"When he saw her horrified expression , however , he stopped being a doctor and became quite fatherly instead . ",fear
 it must be very demanding . ,neutral
I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,sadness
When I got a record as a gift from a friend.,joy
When my parents did not let me go on a study tour.,sadness
"Whereas in Crime and Punishment and in the novels which follow he can , though his narrow glee over being ahead of the fact is unworthy of his art and of what ` idealism "" and ` deeper realism "" intend . ",joy
My daughter plans to quit her present job and wants to find another . She says she wants to get a better job with higher pay . ,neutral
"I had made an error in planning a programme and had publicly accepted the mistake, despite repeated requests not to bring the matter for discussion a professor kept constantly passing remarks. I reacted angrily.  ",anger
In March I was busy studying during the night I could only sleep two or three hours only for fear that I would be weeded and sent back.,fear
"I was very angry when my friend lost my practical's journal, which I needed to study for the exams.",anger
This happened when it was finally confirmed that I had stood first in the university for the M.A exams.  A few days before the official results were declared a clerk had brought the results unofficially.  So I had been expecting the results but the confirmation allowed me to legitimately feel happy at my success. ,joy
 Who was it ? ,neutral
That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.,anger
I had to unscrew something on my car. I didn't succeed after two afternoons of trying. A feeling of anger built up itself.,anger
plz dun tell to Jay,fear
 Fine . ,neutral
When I was told that I had not been successful in getting the job I had been expecting.  I was sure that I was sufficiently qualified.,sadness
"A man was yelling outside my window at 3.00 am, yelling threats, though not to me.",fear
NO RESPONSE.,anger
"Gina glared across the table at him , uncomfortably aware that he was the source of her unreasonable impatience , and resentful of the effect his presence was having on her . ",anger
" Oh , no . That's bad news . ",sadness
"A close acquaintance of the family died of lung cancer.  Although it was expected, I still felt depressed.",sadness
 Maybe . ,neutral
It was only once that I really felt sad: at my grandfather's funeral (after a long time of suffering he had died of cancer).,sadness
 Over there . ,neutral
"Finding out that China is poor, so we cannot have good reference books.",sadness
When I try to get closer at a person and she misinterpreted me.,sadness
"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . ",joy
"My parents thought that I didn't do my best to pass the final examination (secondary school). When I achieved a good grade they said nothing, but if I had had a bad grade they would have become very angry.",anger
"It was hot , sunny and the water looked so cool and inviting that Maggie felt quite downcast about having no swimsuit . ",sadness
"It was Saturday, my duties were over for a few hours and I could at last be with the people I wanted to see.",joy
I experienced it when I was accepted at the Medical Higher Institute.,joy
When I was chased by a big dog near my house.,fear
 I think so . ,neutral
" Oh , I just can't forget it . ",sadness
" Well , then , may I invite you for the next dance ? ",joy
" I'm sorry , but we don't allow returns on sale items . ",sadness
 Yes . Don ’ t you think he should be pitied rather than accused ? ,neutral
Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus.,sadness
After training for an Australian championship competition for a year and then injuring myself 2 weeks before the competiotion.,sadness
"and our need to always be right! RT @FredericBrussat: To live a creative life, we must lose our of being wrong.  Joseph Chilton Pearce",fear
 You always have a chip on your shoulder . ,anger
"When my aunt scolded me for something I was not responsible for.  A boy had come to our gate asking for me, my aunt went out to see him.  I had neither met nor known the boy.",anger
 Let ’ s go for a joy ride . ,joy
"The Direktor felt , not for the first time , deeply resentful of the fact that they had any part in choosing the programme . ",anger
"After a meeting ended we started talking about when we would have the next discussion ( I had many tests the coming week and could not have a meeting in between, I thought that they would understand this as they had always done).  They did not understand my problem and thought that I should not have so many other activities.  Their reaction made me burst into tears.",sadness
Someone in my family (my brother I suspected) ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.,anger
 Not so well . I've come down with the flu . ,sadness
 Of course not . I knew she had fallen in love with another guy . It is difficult to see her move on so quickly . ,sadness
"After my marriage I received the B.Sc results by post, I was very happy to learn that I had got very good marks - first class.",joy
 Is it gonna hurt ? ,fear
"Boyfriend \chatting up\"" another girl.""",anger
Getting University Entrance accredited and arriving home from boarding school on accrediting leave.,joy
Finding out that the person I love understands me.,joy
 Promise ? ,neutral
The queen was grief-stricken at his death . ,sadness
When I failed an exam last Summer.  I had worked very hard for it and I was very disappointed thinking that it was hopeless to continue at college.  I did overreact.,sadness
When my grandfather died.,sadness
 Let the universe find us instead of forcing love . We prefer natural love . The most important thing is to be happy . Love will find us later . That is what we say . ,neutral
" No problem , what class would you like to take ? ",neutral
" I'm sorry , but we usually don't do it . It is our policy . ",sadness
" Yes , I have nothing to do . ",neutral
 It is different now . The world is becoming colorful . Some of my friends don't feel the same pressure to marry . We all want to wait for the right moment . ,neutral
"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention.",anger
 Which room are you in ? ,neutral
 I know ! I was in ankle deep water trying to get to my car that day ! The handyman definitely has his work cut out for him . ,anger
 Great . I have also been thinking of getting one . Do you think you could ask Jane to have a quiet word with Margaret ? My birthday is not that far away . ,joy
" I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! ",anger
" I'm dead serious about this , Sally . ",fear
" Oh , poor Alan ! His sister is the only one he has left since his parents died last year . ",sadness
" They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap . ",joy
Receiving understanding from within self of a subject I had previously wished to understand better.,joy
When I heard that my Uncle had passed away in a road traffic accident.,sadness
 You ’ re right . I would have to travel to the city at least once a week to go shopping and see friends . I would hate living in the country ! ,joy
 That won ’ t be a problem . ,neutral
"While still at school a friend died of cancer, after being ill for a long time, she was 17 yrs old.",sadness
You didn't show up to my performance last night ! Some kind of friend you are ! ,anger
 Why ? ,neutral
I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,fear
He felt suddenly happy at being alive . ,joy
"When I was at home alone, I felt a super-natural force, dangerous for me and the people close to me.",fear
Scoring a goal in football match.,joy
 Wow ! So many people in the United States get divorced ! ,neutral
"i mean for you to hate it,not me.i love it,but there are a few people in for a rude awakening. is it in you?lmao!!!!!",fear
@s_utter I was terrified as well. It made me not ever want to celebrate Christmas in Middle Earth.  ,fear
"Paula , mother of Nicola , 4 , and Richard , 2 , was pleased when the local council made the playground in the town park more child-friendly . ",joy
"My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore.",sadness
The moment I got the news that I had been selected for the U.G.C junior national research fellowship.  It was a dream come true.,joy
" Sorry , I dialed the wrong number . ",sadness
" Yeah , but nothing was clear during the test . ",sadness
" I ’ m sorry , Mr . Baker ’ s not in . May I take your message ? ",sadness
" I didn't do anything . Finally , he left.But then I saw him again today . Outside the shoe store . Near the cafe . I went into a CD store and pretended I was looking at CD's . But then he came in too . ",fear
 Oh ! ! My car isn't working . I'm waiting for a tow-truck . ,neutral
" I would love to hear the birds singing and feel the fresh breeze on my face . When the wind blows in the city , you get dust in your mouth and in your eyes . ",joy
When my grandfathers died and I realized how much I would miss them.,sadness
A disconsolate group of climbers sitting round a kitchen table all lean forward and peer out at the iron-grey clouds rumbling past . ,sadness
" Well , it ’ s hard to say . I coughed a lot in the evening . ",sadness
 What kind of music do you like ? ,neutral
One career wife spoke about her exasperation when her husband listened to her with half an ear as he watched television . ,anger
" I like the pier too , because it's beautiful at night . ",joy
" Yikes ! you are joking , right ? I can't believe it . No wonder he is so stressed and bossy lately . I thought he was just being ostentatious by giving orders to people and all the different departments . What big shoes to fill ! ",anger
 It must be locked . ,neutral
"When Alain 's mother finally went inside with a few rueful shakes of her head and a pleased look on her face , Jenna decided to risk all . ",joy
 I'm afraid I'm going to the gym for a workout . ,sadness
 Yes . ,neutral
 Where did you learn it ? ,neutral
"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible.  The limited scope of human life is sad.",sadness
When I won my car. ,joy
" oh , it ’ s pretty popular among my classmates these days . So are you ? ",neutral
When the university withdrew the accomodation that it had given me.,anger
"I am a school teacher.  One of the classes does not obey me at all, keeps on talking, does no work.  One afternoon, everything went wrong, and I got exceedingly angry.",anger
Connor 's voice was gleeful . ,joy
The birth of my first child.,joy
 I hope so . But I'm always caught short . ,sadness
My mother had not come home at midnight.  She had forgotten to tell me about it.  I was very young and all alone at home.,fear
" Definitely , I ’ m really sorry . ",sadness
"After my car accident, when I woke up in a heap of stones.",fear
 And ? ,neutral
"One day before Christmas, I went shopping with my brother and his friend. We had a good time. But on the way home we were almost in an accident because the weather was bad.",fear
 Something like listening to music is a good idea . ,joy
 Do you have a subscription ? ,neutral
The day I got a letter from the U.G.C informing me that I had been awarded the junior research fellowship.,joy
For about one year I had a rather bad relation with my father. Last Christmas Eve he invited me to stay with him and I was very glad about it. It was a fine evening.,joy
 Run ! They are thirsty for more ! ,neutral
During labour when the foetal sounds became faint and there was a big alert for a forceps delivery.,fear
" Hi , Andy . ",neutral
Determinedly she put her worries and the root cause of her despondency behind her and tried to think more cheerfully . ,sadness
When I could study at university.,joy
"` He 's livid about Opal . "" ",anger
" I would like that Anna , but I think I ’ ll need a little space for a bit . ",sadness
 You're welcome . Did you have a good time on this vacation ? ,joy
When I was in a car with my parents and friends and we had to back up (reverse) pass a river which when I recall it (I was only about 5 yrs) seemed we were going to fall in and drown.,fear
"That was soon after the results of the interview which nearly 9,000 people attended in all the three regions of Malawi. My joy came after hearing on the radio that I was one of the people selected to undergo the Medical Assistant training at the L.S.H.S.",joy
 350 yuan . ,neutral
 Do you ? ,neutral
"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief  trying to enter my neighbour's house.",fear
Hearing about developments of sience in the West a lot better than China.,sadness
 It is such a nice place . ,joy
And so it begins...the countdown to a  and the possibility of an almost-new life  ,fear
"some  ians want to replace a military dictatorship with a civilian one, to avoid elections at any cost. ",fear
 I'm sorry . ,neutral
I said I thought Surkov felt resentful because the novels hadn't made more money . ,anger
When biking and I felt very bad (problems with heart and respiration).,fear
I was driving on to a busy freeway during rush hour and it was slightly raining. A diesel truck was coming very close behind me and I was close behind a pick-up. I changed lanes and barely hit the truck and ran a Honda of the road. I was scared to death to go back and see if I caused him to crash.,fear
"A time when, as part of my work, I was sent out actually sort of volunteered to run an errand for someone who had no authority to send me out and the address was very far especially on foot and turned out to be incorrect too. The whole trip was a waste.",anger
 What ? ,neutral
"All through his life , though Ken could be austere and stubborn to a point which provoked exasperation , his evident holiness was so blended with cheerfulness that he seldom lost the admiration and affection of his contemporaries . ",anger
 Laptop . ,neutral
They wanted me to pay for a ticket twice because they said that the one I had was out of date.,anger
 He is fine . ,neutral
Aggie looked horrified as she caught sight of the horse dung on his hobnailed boots . ,fear
 He told me that his friend's car broke down and they had to walk home . ,sadness
I was afraid of moving away from home and moving to Helsinki for my studies.,fear
"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent.",anger
I was alone and someone tried to break in from our back door.,fear
Walking in the dark I saw something strange.,fear
" ok , I ’ ll do that . Thank you , Iris . ",joy
"Dam it , I'm running out of money again , I really need to balance my budget and handle my money better . ",sadness
And know I pop bottles because I bottle my emotions.. At least I put it all in the open.. ,fear
 My dissertation . I put it somewhere last night and I can't find it now . ,sadness
 See you . ,neutral
 Yes . ,neutral
 It ’ s unfair . ,sadness
I lead a rather secure life.  The only thing I can remember is a song from the nineteenth century which is against alcohol.  Both the melody and the word (although naive) effected my emotions.,sadness
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,neutral
 Poor old John ! I am ever so sorry . ,sadness
" Well , imagine that ! How old are you ? ",joy
 How often ? ,neutral
 I can't agree more . ,joy
"Seeing the look of dismay on her mother 's face , Tamar continued , ` You won't be telling a lie . ",fear
"When my grandfather died. When I heard about his death, I had a bad feeling in my stomach and I felt as if I had lost something very precious.",sadness
My got my mathematics test's marks and could not believe that it was true.  In the past I would have at least 80% marks.  Was I getting weaker at studies ?  This made me feel that I should not expect too much from going to the university.,sadness
"remember: if you serve pork today and you see one of your friends/family avoid it, they're probably muslim terrorists. report them! ",fear
 What do you think I should do about it ? ,anger
"If there is continuing disquiet about the way an industry is being run , Members can express their disquiet by questioning the fitness of the persons appointed by the Government to run it . ",fear
 Bread . ,neutral
"Not so much a merciful touch , more likely a measure to prevent suddenly terror-stricken passengers from attempting to escape into the crowd . ",fear
 Let's go in to wait for them . ,neutral
Within the next few months -- and long before the next election -- they will have to settle these questions or see the spectre of the Winter of Discontent raised to haunt them by gleeful Conservative politicians . ,joy
@Cash_Cream @malcSF u dont wanna lose to MUSA is that what it is...scared money dont make no money...Cash,fear
"I was escorting a relative on a bike, we passed by a dark road with bushas on each side.  Half way down this road, suddenly, we   saw a white dog appear from one side.  Before we could do anything, it had vanished and moreover it did not seem to have any legs.",fear
I experienced tears of real grief for the first time when my granny died . ,sadness
 Yes . ,neutral
 I guess so . ,neutral
 Chicken ! ,neutral
I laughed -- I didn't feel offended . ,anger
Professor Winston said : ` I 'm thrilled to see them all here . ,joy
Your prejudice against psychology students and education students (not allowing us to go to the medical university lectures).,anger
 Don ’ t ever mention him . I ’ m getting over it . ,anger
" I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... ",neutral
People hunting animals.,anger
"Highly delighted with the transaction , we made our way back to Althorp Street , wondering how we were to break the news to Mrs Sugden . ",joy
The day I was told that I had passed my Malawi School leaving Exams and I was selected to go to college.,joy
Here ’ s your hot dog and beer . What happened ? Did I miss anything ? ,neutral
" Sure.Hey , I'm sorry , but I've got to get going . ",sadness
"When I was very young and we moved as a family to Auckland from Wellington, this meant new school and friends (etc.).",fear
"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",fear
" No , you used to be . But not now . You are in love with someone else . You are in love with my friend , Janet . You appreciate her very much . You think she is beautiful and fun to be with and you think I ’ m dumb and uninteresting . ",anger
When my elder brother died.,sadness
 Yeah ? ,neutral
"I had been very weary all week - no letters, no phonecalls, no visitors and then my younger sister came with some cheese, a card and some pocket money for me; and she told me that she was working now.",joy
 I ’ m sorry that you didn ’ t get in . ,sadness
"Somerset are furious over suggestions that ` The Ghost "" , who took 8 for 122 , should be left out . ",anger
"My friend half-teasingly called me a bad nickname.  I felt insulted and kicked his hip in anger.  I was stable later and did not feel angry at him.  In fact I was afraid that the other friends who were with us would think that I was an intolerant person.  However I could not apologize, so I pretended that nothing had happened and smiled when I left.  My friend did not say anything but just watched me leave.",anger
"When I fell in love with \X\"".  Overnight I felt confidence, self-esteem,    responsible and worthwhile.""",joy
"As he was rushed to hospital , his devastated daughter Suzanne went ahead with the service -- not knowing if he would live or die . ",sadness
 How much ? ,neutral
" well , I'm really worried about my grades . I didn't think this course would be so stressful . ",sadness
 Our red underwear didn't do any good at all ! ,sadness
 Is it far ? ,neutral
"If refused , they may feel saddened , disappointed , or inconvenienced , but their self-concept isn't shattered . ",sadness
 The post office.Sorry . I ’ m not sure . ,sadness
 But she did and made me disappointed . ,sadness
 I usually go in my free time on the weekends . How about you ? ,neutral
 My manager jumped on me for my mistake today . ,sadness
When I found that my ability to do ordinary work was worse than my fellow mates.,sadness
Fear when fulfilling my obligations on my first night fatigue duty as a soldier.,fear
"But the blank horror over Khmer Rouge atrocities between 1975 and 1978 has created a blind spot about its strength in Cambodia , and the growing likelihood that it will return to power , either on its own or with the other Cambodian opposition factions . ",fear
" There is evidence ! You know Edwin Hubble ? He ’ s the guy who in the early twentieth century was the first scientist to measure the drift of matter in the universe , thus advancing notions of an expanding universe . What would it be expanding from ? Well , the Big Bang ... DUH ! ",neutral
" I have told him how to do it several times , but he's never listened to me . ",anger
"One dark night with no street lights, a car was obviously following me.",fear
 Why ? ,neutral
When I came across an old friend whom I had not seen for a very long time.,joy
"I 'm just so excited , because he says I can be in charge of it . ",joy
Someone told me we are not as good as the All English Class.,anger
"` I am practical , "" Jessamy insisted with some annoyance . ",anger
 Nothing really . ,sadness
 My paper is on the influence of television on children . ,neutral
What is up ? ,neutral
 What a pity ! ,sadness
Sorry I don't live in and I don't need NO MAN as a LEADER (I AM ROYALTY) A KING ALREADY (SELAH),fear
 Very nice . Thank you for your time . ,joy
"2)March 2009,the market said : the opportunity was there,but COURAGE was missing. The factor was too strong",fear
" What ? A fire ? Oh , my God ! What shall I do ? Please get me out of here ! ",fear
" Ok . I will wait until you have had your fun , if that's what you want . ",neutral
" No , I just for fun with my friends . We play two hand touch or flag football . We're too old to play tackle football . ",neutral
"The girls exchanged nervous glances , thinking that it must be Miss Hardbroom come to reprimand them for being out of bed . ",fear
I'm so angry . I feel like killing someone . ,anger
What I didn't understand was why I didn't feel happy walking down the street afterwards . ,joy
 Of course ... here you are . I'm sorry the pajamas didn't work out for you . ,sadness
"When I took the B.A exams,I was expecting a 1st class even though I had not done very well. When the results came out I felt sad as I had missed the 1st class by 12 marks.",sadness
"Walking back from the gas station me, @Brooklyns_MoKo, and Faisal saw a dog without a leash and freaked the hell out ",fear
"Look at this headline , Soo Mi . ",neutral
 I just don't trust you any more . ,anger
"When someone made me a compliment after an examination just at the moment I needed it. It was amicable, hearty and sincere.",joy
" No , we live in the suburbs . What about you ? ",neutral
"When a study tour got confirmed, I was happy all the time till    the tour began.",joy
When I went to see the dead body of my uncle.  This was a very dramatic expreience as it was the first time that I entered a mortuary.,sadness
What do you need ? ,neutral
"Blake looked at the exasperated face of the Doctor , '  but this computer can predict what I 'm going to do . ",anger
"Obviously , staff will be delighted that the appointment of a new Director has been made and sad that Tom has gone but it is the proposed reorganisation which will occupy the minds of most staff . ",joy
 I'm bleeding too much . ,fear
I had gone camping with my old classmates and there was a storm.  We were in a flurry but at that time I felt the love and concern of my friends.,joy
" Oh , no ... ",neutral
"The Lancashire members were furious when they heard that Gooch and the other England selectors had axed Red Rose favourite Phil DeFreitas , preferring Essex pacemen Neil Foster and Mark Ilott . ",anger
When my girlfriend of two years told me it was all over.,anger
"Diana , do you like the perfume I gave you ? ",neutral
"When I finished a relation after four years, leading to much sorrow for the other one and myself (\although it was the best solution\"").""",sadness
"` You could have lent it to me , "" Paula said , peeved . ",anger
"When I was doing research a few months ago, I had asked the Institute to sponsor me for a computer course which was held in TISS.  However, because of the administrative officer I could not get the money.",anger
 We can do that if you like . Maybe next weekend . ,joy
 OK . ,neutral
When I won the first prize in a cross country race.,joy
"At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again.",anger
It smells like an ashtray in here ! ,anger
As she looked around she felt a twinge of sadness that in a carriage where 70 per cent of the commuters were men there were five women forced to stand in the aisle . ,sadness
"On my second plane trip, we ran into unexpected turbulence.",fear
Some of us contemplate this prospect with horror . ,fear
"Bank customers are notoriously slow to shift their business , even if they are miffed . ",anger
Someone knocked on the door when I was alone at home (though there was a door bell).  I looked through the peep hole but it had been covered.  I called my sister but she could not help me as she was hundreds of kilometres away.,fear
" I was in a comfortable place , so really , it ’ s no problem . I am happy to see you . Did the rain hold you up long ? ",joy
"Walking at friday night through Nijmegen, going to a pub or a disco.",fear
 I got laid off today . ,sadness
"After I said something that my boyfriend disagreed with, he walked away from me without discussing what bothered him. I became very angry with him for treating me this way. Yesterday, November 14.",anger
 She must be deaf . ,neutral
" He just stays in the kitchen and watches you . Before the Chinese New Year , the kitchen god tells his boss whether you were good or bad this year . Just like Lester does ! ",fear
A close friend of mine was to get married in a weeks time when her father died of a heart-attack.  I knew him well and felt bad on hearing of his death.,sadness
"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event.",fear
"I went to fetch my girl-friend at the station. When the train arrived and I saw her descending and running up to me, I felt glad.",joy
"Hi , Mr . Wang . Do you feel like going boating with me ? ",joy
 Not always . Sometimes we don't understand her . Then she has to repeat what she said . ,neutral
"In a sociology class I felt very angry towards some members of society for exploiting the Polynesian people, dawn raids by Police (Martin Luther King, Blacks in S.A.). But this was just a reflection of my own shortcomings.",anger
 Tomorrow is Christmas and I haven ’ t bought my mom anything ! I ’ m such a bad son ! ,fear
 Sorry . You have to buy your ticket at the next counter . ,sadness
 Kobe . ,neutral
When my 6 month old son is happy and well.,joy
 Everyone from school . ,neutral
"Untidy work led to rows , rows led to confrontation , confrontation led to the boy being soundly thrashed by his exasperated mother . ",anger
You ’ re making my blood boil . ,anger
"Both Mr Souness and Jim Smith , the Portsmouth manager , emphasised how delighted they were with the overall quality of yesterday 's tie . ",joy
When they told me that I had been admitted to the faculty of medicine.,joy
 I guess so . ,neutral
A dear friend was removed from the division whre I work.,sadness
He also was miffed that World Tour organizers did not contact enough players before going public .,anger
"Two little children (5/6 years old) begging for money, and noone gave them money.",sadness
I was talking to a friend and he said something which was very funny.,joy
"Morrissey was obviously peeved at The Smiths continued existence as a relatively small ` cottage industry "" . ",anger
" Well , I just saw a horror movie last night . It almost frightened me to death . ",fear
One day in a crossroad somebody crashed my car. I got out and this person laughed at me. I felt such a great anger that I got in my car and went away.,anger
When my husband suddenly came to see me at my new job and brought some flowers and cake with him.,joy
 Why not ? ,neutral
.if u say sum bout me behind my back its  sum u bout me!,fear
 You are doing the waltz wonderfully well . ,joy
" Sorry , sir . That table has been reserved . This way , please . How about this one , sir ? ",sadness
" On the contrary , very exciting . ",neutral
Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace . ,sadness
I felt sad when my father was sick.,sadness
When a close friend drowned in the American River.,sadness
"Before I went to the urologist's I was afraid for several reasons: because it was for the first time, because the medical check-up might be painful, because of the uncertainty and because someone had informed me about it.",fear
" Yes , I do . The magazine arrives by post at the beginning of each month . Do you every buy magazines ? ",neutral
When I think that I will probably never have a genuine contact with my parents.,sadness
When I felt alone and without love.,sadness
Hearing Fran Wilde introduce the Bill.,joy
 856674 . ,neutral
 Good idea . ,neutral
 I'm afraid you've made a mistake . This isn't what I ordered . ,sadness
Failing an examination.,sadness
Doesn't apply.,fear
I sensed this feeling when I passed successfully the second tour of a competition.,joy
He was inconsolable when he found what she 'd done . ,sadness
 definitely . ,neutral
I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues.,anger
"I was spending my summer holidays in a village.  My friend and I were coming back from a discotheque at night and we heard a noise from an alley.  We were very scared and we got into my friend's house.  A moment later, an unknown car picked up a person from this alley.",fear
When my chief accused me of an error that I hadn't made.,anger
 She can't answer you . ,neutral
" Well , there's nothing I can do about my height ! ",anger
 You too . ,neutral
They looked like a crowd of frightened children . ,fear
I remember that when I was in school I saw a case of partiality - one of the teachers gave private coaching classes to some girls and she would give these girls extra attention in class and would ignore the others.,anger
"He also said , to the delight of those Nonconformists who read his memoirs , that Watson 's tour was far more successful than Matthew Arnold 's . ",joy
 If that's okay with you . ,joy
Do you like flowers ? ,joy
 I couldn ’ t agree more . That ’ s an ideal place for a vacation . ,joy
 Why not ? ,neutral
" Oh , sorry . I didn ’ t notice it . Sorry . ",sadness
 But I always feel disappointed . I have many problems with English learning . ,sadness
"Passing (by car) over a bridge where only one car could pass. There was a precipice on both sides, no protection grilles, and the bridge was completely muddled.",fear
"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster.",anger
I was very happy when I got the message that I had been accepted as a student in medicine.,joy
 Wow . We don't get to see this in the city ! ,joy
I have a fobic anxiety for elevators. This anxiety is worst at the moment when the doors have to open. I have it often in the elevator at our university.,fear
He was miserable at being left out . ,sadness
"I was coming home in a taxi with a fellow worker of mine.  He was criticizing my earlier conduct towards him, which to my mind was unfounded.  When I reached home, I ran out of the taxi and slammed the door.",anger
My fianceleft me for my best friend.,sadness
 Ok . ,neutral
"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover.",fear
" Do you think so ? Well , I guess . He does look a lot like me . Oh , he ’ s got Richard ’ s eyes though . ",joy
 Okay . ,neutral
One day I had sunned my favourite shirt and was putting it back in the wardrobe when my younger brother snatched it from me and wore it.  He had not had a bath and was very dirty.  I scolded him but he answered back and locked himself up in a room.  I was very angry so I starteed kicking on the door and abusing him loudly and freely.,anger
I helped my little sister (13 years) learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry.,anger
Frau Nordern allowed herself a note of exasperation . ,anger
" With that attitude , I don't really think we have much more to discuss here . ",anger
 I promise . ,neutral
"` You look glum today , "" Bragg said good-humouredly . ",sadness
Every time I went home with my school report.,fear
The end of a relationship (after 4 years) by doing this I hurt the other person very much.,sadness
 That's really convenient . Does it have the Bluetooth ? ,joy
About two years ago my girlfriend suggested that we separate.  This really gave me a shock as I had never thought that she would say such things.  The reason she gave me was that we were not suited for each other.,sadness
 I'm done . ,neutral
"This last may be a source of considerable disquiet and one might not at first see how such obviously ` immoral "" content could be defended as part of a system of morality . ",fear
"I left my home in Melbourne to come to Q'land to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father's sadness, I also had a flood of the same emotion.",sadness
"My friend got married and went abroad, this made me feel sad and lonely.",sadness
" Sounds great to me ! If they are willing , we could ask them to go dancing with us.That is excellent exercise and fun , too . ",joy
 no . ,neutral
 Good idea . ,neutral
Why didn't you tell me you had a girlfriend ? ,anger
I was angry when my friends said that I should not receive Nursing Science books because there was a rumour that I was intending to leave the college.,anger
" No , sir . I'm sorry you can't . ",sadness
 I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . ,sadness
I had planned to go to town with my friend at 1500 hours but she went for the registration and I waited for a good 1 and a 1/2 hours.  It was vital for me to go to town but I could not as it was she who had the money.  Finally I borrowed some money from friends and we went to town.  I was really angry with my friend.,anger
 What's on ? ,neutral
"He looked up , his lugubrious face pale , and Athelstan saw it was tear-stained . ",sadness
"Hi , Mary . You look pale today . What's the matter with you ? ",neutral
" I wanted to . But he said , no , the box is still in its plastic wrap from the store.If it's opened , other people won't believe it's new . ",neutral
My old boyfriend - yes the same one - asked me out. We had a good time. Then he asked me out the following week. He actually took interest.,joy
 I'm sick of doing other people's job and getting blamed for not doing it right . ,anger
